vehicle_id,lab_node_id,visit_time,ready_time,due_time,service_time,max_transport_time,delivery_time,transport_time,slack
1,3,403.01471,0,480,5,480,480.0,71.98529000000002,408.01471
1,5,395.65163,0,480,5,480,480.0,79.34836999999999,400.65163
1,6,341.30963,0,480,5,480,480.0,133.69036999999997,346.30963
1,8,457.26919,0,480,5,480,480.0,17.73081000000002,462.26919
1,9,387.89054,0,480,5,480,480.0,87.10946000000001,392.89054
1,13,367.99523,0,480,5,480,480.0,107.00477000000001,372.99523
1,14,318.73724,0,480,5,480,480.0,156.26276000000001,323.73724
1,15,411.29576,0,480,5,480,480.0,63.70424000000003,416.29576
1,16,380.19085,0,480,5,480,480.0,94.80914999999999,385.19085
1,19,333.70878,0,480,5,480,480.0,141.29122,338.70878
1,21,464.29303,0,480,5,480,480.0,10.706970000000013,469.29303
1,23,349.49412,0,480,5,480,480.0,125.50587999999999,354.49412
1,27,360.06849,0,480,5,480,480.0,114.93151,365.06849
1,32,436.36442,0,480,5,480,480.0,38.635580000000004,441.36442
1,33,447.14039,0,480,5,480,480.0,27.859609999999975,452.14039
1,35,326.99607,0,480,5,480,480.0,148.00393000000003,331.99607
1,37,304.93183,0,480,5,480,480.0,170.06817,309.93183
1,38,418.56987,0,480,5,480,480.0,56.43013000000002,423.56987
2,7,416.64836,0,480,5,480,480.0,58.351639999999975,421.64836
2,20,442.29678,0,480,5,480,480.0,32.70321999999999,447.29678
2,22,462.95588,0,480,5,480,480.0,12.04412000000002,467.95588
2,26,449.97052,0,480,5,480,480.0,25.029479999999978,454.97052
2,36,426.27329,0,480,5,480,480.0,48.726710000000026,431.27329
3,1,421.99973,0,480,5,480,480.0,53.00027,426.99973
3,2,376.09346,0,480,5,480,480.0,98.90654,381.09346
3,4,449.24195,0,480,5,480,480.0,25.758050000000026,454.24195
3,10,435.2998,0,480,5,480,480.0,39.700199999999995,440.2998
3,11,326.2375,0,480,5,480,480.0,148.7625,331.2375
3,12,405.37789,0,480,5,480,480.0,69.62211000000002,410.37789
3,17,456.74824,0,480,5,480,480.0,18.25175999999999,461.74824
3,18,298.91542,0,480,5,480,480.0,176.08458000000002,303.91542
3,24,347.17516,0,480,5,480,480.0,127.82484,352.17516
3,25,387.79292,0,480,5,480,480.0,87.20708000000002,392.79292
3,28,369.15879,0,480,5,480,480.0,105.84120999999999,374.15879
3,29,412.37048,0,480,5,480,480.0,62.629520000000014,417.37048
3,30,338.55487,0,480,5,480,480.0,136.44513,343.55487
3,31,427.8246,0,480,5,480,480.0,47.175400000000025,432.8246
3,34,398.00584,0,480,5,480,480.0,76.99416000000002,403.00584
3,39,382.23721,0,480,5,480,480.0,92.76279,387.23721
3,40,306.80975,0,480,5,480,480.0,168.19025,311.80975
